Episode,Total Reward,Epsilon
148,0,0.47862223409330756
149,0,0.47622912292284103
150,0,0.4738479773082268
151,0,0.47147873742168567
152,0,0.46912134373457726
153,0,0.46677573701590436
154,0,0.46444185833082485
155,10,0.46211964903917074
156,0,0.4598090507939749
157,10,0.457510005540005
158,0,0.45522245551230495
159,0,0.4529463432347434
160,10,0.4506816115185697
161,10,0.4484282034609769
162,10,0.446186062443672
163,0,0.4439551321314536
164,10,0.4417353564707963
165,10,0.43952667968844233
166,0,0.43732904629000013
167,20,0.4351424010585501
168,0,0.43296668905325736
169,20,0.43080185560799106
170,20,0.4286478463299511
171,10,0.42650460709830135
172,10,0.42437208406280985
173,0,0.4222502236424958
174,0,0.42013897252428334
175,30,0.4180382776616619
176,0,0.4159480862733536
177,20,0.41386834584198684
178,30,0.4117990041127769
179,0,0.40974000909221303
180,20,0.40769130904675194
181,0,0.40565285250151817
182,0,0.4036245882390106
183,0,0.4016064652978155
184,20,0.3995984329713264
185,10,0.3976004408064698
186,10,0.39561243860243744
187,0,0.3936343764094253
188,0,0.39166620452737816
189,10,0.3897078735047413
190,30,0.3877593341372176
191,10,0.3858205374665315
192,0,0.38389143477919885
193,0,0.3819719776053028
194,20,0.3800621177172763
195,0,0.37816180712868996
196,0,0.37627099809304654
197,0,0.3743896431025813
198,10,0.37251769488706843
199,0,0.3706551064126331
200,0,0.36880183088056995
201,0,0.3669578217261671
202,40,0.36512303261753626
203,10,0.3632974174544486
204,50,0.3614809303671764
205,40,0.3596735257153405
206,10,0.3578751580867638
207,-10,0.35608578229633
208,10,0.3543053533848483
209,0,0.35253382661792404
210,20,0.3507711574848344
211,0,0.34901730169741024
212,0,0.3472722151889232
213,0,0.3455358541129786
214,20,0.3438081748424137
215,0,0.3420891339682016
216,10,0.3403786882983606
217,10,0.3386767948568688
218,40,0.33698341088258443
219,50,0.3352984938281715
220,10,0.33362200135903064
221,10,0.33195389135223546
222,40,0.3302941218954743
223,0,0.32864265128599696
224,20,0.326999438029567
225,0,0.3253644408394192
226,0,0.3237376186352221
227,0,0.322118930542046
228,30,0.32050833588933575
229,40,0.31890579420988907
230,10,0.3173112652388396
231,0,0.3157247089126454
232,30,0.3141460853680822
233,0,0.3125753549412418
234,10,0.31101247816653554
235,80,0.30945741577570285
236,0,0.3079101286968243
237,30,0.3063705780533402
238,0,0.30483872516307353
239,0,0.3033145315372582
240,0,0.3017979588795719
241,0,0.30028896908517405
242,0,0.2987875242397482
243,10,0.29729358661854943
244,20,0.29580711868545667
245,20,0.2943280830920294
246,0,0.29285644267656924
247,10,0.2913921604631864
248,20,0.28993519966087045
249,0,0.2884855236625661
250,0,0.28704309604425327
251,70,0.285607880564032
252,20,0.28417984116121187
253,10,0.2827589419554058
254,0,0.28134514724562876
255,10,0.2799384215094006
256,20,0.27853872940185365
257,10,0.27714603575484437
258,0,0.2757603055760701
259,0,0.2743815040481898
260,20,0.2730095965279488
261,0,0.27164454854530906
262,20,0.2702863258025825
263,100,0.2689348941735696
264,0,0.26759021970270175
265,30,0.2662522686041882
266,70,0.2649210072611673
267,80,0.26359640222486147
268,10,0.26227842021373715
269,0,0.2609670281126685
270,30,0.25966219297210513
271,10,0.2583638820072446
272,10,0.2570720625972084
273,20,0.25578670228422234
274,30,0.25450776877280124
275,20,0.2532352299289372
276,50,0.2519690537792925
277,50,0.2507092085103961
278,10,0.2494556624678441
279,10,0.24820838415550486
280,10,0.24696734223472733
281,20,0.2457325055235537
282,50,0.24450384299593592
283,40,0.24328132378095624
284,30,0.24206491716205145
285,60,0.2408545925762412
286,0,0.23965031961336
287,50,0.2384520680152932
288,0,0.23725980767521673
289,70,0.23607350863684065
290,100,0.23489314109365644
291,0,0.23371867538818816
292,0,0.23255008201124722
293,30,0.231387331601191
294,0,0.23023039494318503
295,10,0.2290792429684691
296,30,0.22793384675362674
297,-10,0.22679417751985861
298,90,0.22566020663225933
299,120,0.22453190559909803
300,20,0.22340924607110255
301,30,0.22229219984074702
302,20,0.2211807388415433
303,10,0.22007483514733558
304,10,0.2189744609715989
305,30,0.2178795886667409
306,30,0.2167901907234072
307,50,0.21570623976979014
308,30,0.21462770857094118
309,20,0.21355457002808648
310,30,0.21248679717794605
311,120,0.21142436319205632
312,0,0.21036724137609603
313,20,0.20931540516921554
314,60,0.20826882814336947
315,10,0.20722748400265262
316,20,0.20619134658263935
317,10,0.20516038984972615
318,60,0.2041345879004775
319,10,0.2031139149609751
320,40,0.20209834538617025
321,10,0.2010878536592394
322,30,0.2000824143909432
323,40,0.19908200231898848
324,10,0.19808659230739353
325,30,0.19709615934585656
326,30,0.19611067854912728
327,40,0.19513012515638165
328,30,0.19415447453059972
329,70,0.19318370215794672
330,90,0.192217783647157
331,0,0.1912566947289212
332,10,0.1903004112552766
333,20,0.18934890919900021
334,0,0.18840216465300522
335,40,0.18746015382974018
336,0,0.1865228530605915
337,90,0.18559023879528855
338,0,0.1846622876013121
339,0,0.18373897616330553
340,0,0.182820281282489
341,0,0.18190617987607657
342,40,0.18099664897669618
343,30,0.1800916657318127
344,50,0.17919120740315364
345,60,0.17829525136613786
346,70,0.17740377510930716
347,30,0.17651675623376062
348,60,0.1756341724525918
349,10,0.17475600159032884
350,10,0.17388222158237718
351,50,0.1730128104744653
352,80,0.17214774642209296
353,50,0.1712870076899825
354,0,0.17043057265153258
355,20,0.16957841978827493
356,30,0.16873052768933355
357,50,0.1678868750508869
358,70,0.16704744067563246
359,110,0.1662122034722543
360,150,0.16538114245489302
361,90,0.16455423674261854
362,70,0.16373146555890544
363,20,0.16291280823111093
364,10,0.16209824418995536
365,80,0.16128775296900558
366,60,0.16048131420416054
367,90,0.15967890763313974
368,10,0.15888051309497406
369,80,0.1580861105294992
370,10,0.1572956799768517
371,0,0.15650920157696743
372,0,0.1557266555690826
373,20,0.1549480222912372
374,50,0.15417328217978102
375,10,0.1534024157688821
376,150,0.1526354036900377
377,100,0.1518722266715875
378,0,0.15111286553822956
379,40,0.15035730121053842
380,0,0.14960551470448571
381,20,0.14885748713096328
382,120,0.14811319969530845
383,20,0.1473726336968319
384,50,0.14663577052834775
385,0,0.14590259167570602
386,60,0.1451730787173275
387,20,0.14444721332374086
388,130,0.14372497725712216
389,150,0.14300635237083656
390,50,0.14229132060898236
391,10,0.14157986400593744
392,30,0.14087196468590776
393,40,0.14016760486247823
394,120,0.13946676683816583
395,60,0.138769433003975
396,110,0.13807558583895513
397,70,0.13738520790976036
398,50,0.13669828187021155
399,80,0.13601479046086049
400,110,0.1353347165085562
401,150,0.1346580429260134
402,170,0.13398475271138335
403,0,0.13331482894782642
404,70,0.13264825480308728
405,60,0.13198501352907185
406,60,0.1313250884614265
407,0,0.13066846301911936
408,70,0.13001512070402377
409,30,0.12936504510050365
410,40,0.12871821987500112
411,40,0.12807462877562611
412,160,0.12743425563174798
413,120,0.12679708435358925
414,40,0.1261630989318213
415,60,0.1255322834371622
416,10,0.12490462201997637
417,40,0.1242800989098765
418,190,0.12365869841532712
419,40,0.12304040492325048
420,80,0.12242520289863423
421,80,0.12181307688414106
422,10,0.12120401149972035
423,180,0.12059799144222175
424,0,0.11999500148501063
425,80,0.11939502647758558
426,20,0.11879805134519765
427,40,0.11820406108847166
428,60,0.1176130407830293
429,90,0.11702497557911415
430,150,0.11643985070121858
431,0,0.11585765144771248
432,100,0.11527836319047392
433,150,0.11470197137452155
434,0,0.11412846151764894
435,10,0.1135578192100607
436,20,0.11299003011401039
437,210,0.11242507996344034
438,110,0.11186295456362313
439,90,0.11130363979080501
440,80,0.11074712159185099
441,150,0.11019338598389174
442,160,0.10964241905397228
443,0,0.10909420695870241
444,0,0.1085487359239089
445,40,0.10800599224428936
446,60,0.10746596228306791
447,240,0.10692863247165257
448,80,0.1063939893092943
449,150,0.10586201936274783
450,100,0.10533270926593409
451,40,0.10480604571960442
452,20,0.1042820154910064
453,70,0.10376060541355137
454,0,0.1032418023864836
455,100,0.10272559337455119
456,70,0.10221196540767843
457,100,0.10170090558064004
458,20,0.10119240105273684
459,50,0.10068643904747315
460,30,0.10018300685223579
461,80,0.0996820918179746
462,40,0.09918368135888474
463,200,0.09868776295209031
464,10,0.09819432413732986
465,70,0.09770335251664321
466,110,0.09721483575406
467,160,0.09672876157528969
468,0,0.09624511776741324
469,20,0.09576389217857617
470,60,0.09528507271768329
471,20,0.09480864735409487
472,260,0.0943346041173244
473,50,0.09386293109673778
474,50,0.09339361644125409
475,120,0.09292664835904782
476,20,0.09246201511725258
477,40,0.09199970504166631
478,0,0.09153970651645797
479,110,0.09108200798387568
480,10,0.0906265979439563
481,50,0.09017346495423652
482,10,0.08972259762946533
483,0,0.089273984641318
484,30,0.0888276147181114
485,430,0.08838347664452084
486,110,0.08794155926129824
487,40,0.08750185146499175
488,20,0.08706434220766679
489,80,0.08662902049662846
490,50,0.08619587539414532
491,60,0.08576489601717459
492,100,0.08533607153708872
493,90,0.08490939117940327
494,50,0.08448484422350626
495,140,0.08406242000238873
496,100,0.08364210790237678
497,150,0.0832238973628649
498,190,0.08280777787605056
499,10,0.08239373898667031
500,110,0.08198177029173696
501,120,0.08157186144027828
502,170,0.0811640021330769
503,230,0.08075818212241151
504,130,0.08035439121179945
505,120,0.07995261925574046
506,30,0.07955285615946175
507,160,0.07915509187866444
508,60,0.07875931641927113
509,50,0.07836551983717477
510,90,0.07797369223798889
511,100,0.07758382377679894
512,70,0.07719590465791494
513,40,0.07680992513462537
514,170,0.07642587550895225
515,0,0.07604374613140748
516,80,0.07566352740075044
517,0,0.07528520976374668
518,290,0.07490878371492794
519,250,0.0745342397963533
520,120,0.07416156859737154
521,50,0.07379076075438468
522,110,0.07342180695061275
523,100,0.07305469791585968
524,70,0.07268942442628039
525,90,0.07232597730414898
526,80,0.07196434741762824
527,100,0.0716045256805401
528,120,0.0712465030521374
529,30,0.0708902705368767
530,90,0.07053581918419231
531,70,0.07018314008827135
532,80,0.06983222438783
533,20,0.06948306326589085
534,40,0.0691356479495614
535,130,0.06878996970981359
536,140,0.06844601986126451
537,100,0.06810378976195819
538,10,0.0677632708131484
539,150,0.06742445445908266
540,250,0.06708733218678724
541,80,0.0667518955258533
542,120,0.06641813604822402
543,150,0.0660860453679829
544,140,0.06575561514114299
545,10,0.06542683706543727
546,80,0.06509970288011008
547,70,0.06477420436570952
548,280,0.06445033334388098
549,110,0.06412808167716157
550,220,0.06380744126877576
551,60,0.06348840406243188
552,60,0.06317096204211972
553,280,0.06285510723190912
554,40,0.06254083169574957
555,140,0.062228127537270826
556,160,0.06191698689958447
557,170,0.061607401965086545
558,150,0.06129936495526111
559,40,0.0609928681304848
560,80,0.060687903789832374
561,60,0.06038446427088321
562,100,0.06008254194952879
563,60,0.05978212923978115
564,130,0.05948321859358224
565,100,0.05918580250061433
566,0,0.058889873488111255
567,40,0.058595424120670696
568,0,0.05830244700006734
569,140,0.058010934765067
570,210,0.05772088009124167
571,40,0.05743227569078546
